step,num_vehicles,tls_id,phase,avg_waiting_time,avg_queue_length
1,1,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,7.039774727208729e-05
1,1,GS_cluster_223768576_223768772_223769676,1,0.0,7.039774727208729e-05
1,1,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,7.039774727208729e-05
1,1,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,7.039774727208729e-05
1,1,GS_cluster_243889728_255157093,1,0.0,7.039774727208729e-05
1,1,GS_cluster_253816661_253816670,1,0.0,7.039774727208729e-05
1,1,GS_cluster_253830876_253830877,1,0.0,7.039774727208729e-05
1,1,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,7.039774727208729e-05
1,1,cluster_1402121584_2273191303_3734996876_4213981066,1,0.0,7.039774727208729e-05
1,1,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,7.039774727208729e-05
1,1,cluster_191015674_240636109,1,0.0,7.039774727208729e-05
1,1,cluster_194318778_223860463,1,0.0,7.039774727208729e-05
1,1,cluster_194370890_194370892_6383385990,1,0.0,7.039774727208729e-05
1,1,cluster_236007627_236007629,1,0.0,7.039774727208729e-05
1,1,cluster_2387345775_8660110932,1,0.0,7.039774727208729e-05
1,1,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,7.039774727208729e-05
1,1,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,7.039774727208729e-05
2,2,1407769410,1,0.0,0.0
2,2,1407769424,1,0.0,0.0
2,2,311194425,1,0.0,0.0
2,2,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,0.0
2,2,GS_cluster_11610500593_186913340,1,0.0,0.0
2,2,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,0.0
2,2,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,0.0
2,2,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,0.0
2,2,GS_cluster_1829205187_1830275193_412647220,1,0.0,0.0
2,2,GS_cluster_183575304_191009058,1,0.0,0.0
2,2,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,0.0
2,2,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,0.0
2,2,GS_cluster_223768576_223768772_223769676,1,0.0,0.0
2,2,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,0.0
2,2,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,0.0
2,2,GS_cluster_243889728_255157093,1,0.0,0.0
2,2,GS_cluster_253816661_253816670,1,0.0,0.0
2,2,GS_cluster_253830876_253830877,1,0.0,0.0
2,2,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,0.0
2,2,cluster_1402121584_2273191303_3734996876_4213981066,1,0.0,0.0
2,2,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,0.0
2,2,cluster_191015674_240636109,1,0.0,0.0
2,2,cluster_194318778_223860463,1,0.0,0.0
2,2,cluster_194370890_194370892_6383385990,1,0.0,0.0
2,2,cluster_236007627_236007629,1,0.0,0.0
2,2,cluster_2387345775_8660110932,1,0.0,0.0
2,2,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,0.0
2,2,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,0.0
3,3,1407769410,1,0.0,7.039774727208729e-05
3,3,1407769424,1,0.0,7.039774727208729e-05
3,3,311194425,1,0.0,7.039774727208729e-05
3,3,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,7.039774727208729e-05
3,3,GS_cluster_11610500593_186913340,1,0.0,7.039774727208729e-05
3,3,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,7.039774727208729e-05
3,3,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,7.039774727208729e-05
3,3,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,7.039774727208729e-05
3,3,GS_cluster_1829205187_1830275193_412647220,1,0.0,7.039774727208729e-05
3,3,GS_cluster_183575304_191009058,1,0.0,7.039774727208729e-05
3,3,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,7.039774727208729e-05
3,3,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,7.039774727208729e-05
3,3,GS_cluster_223768576_223768772_223769676,1,0.0,7.039774727208729e-05
3,3,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,7.039774727208729e-05
3,3,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,7.039774727208729e-05
3,3,GS_cluster_243889728_255157093,1,0.0,7.039774727208729e-05
3,3,GS_cluster_253816661_253816670,1,0.0,7.039774727208729e-05
3,3,GS_cluster_253830876_253830877,1,0.0,7.039774727208729e-05
3,3,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,7.039774727208729e-05
3,3,cluster_1402121584_2273191303_3734996876_4213981066,1,0.0,7.039774727208729e-05
3,3,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,7.039774727208729e-05
3,3,cluster_191015674_240636109,1,0.0,7.039774727208729e-05
3,3,cluster_194318778_223860463,1,0.0,7.039774727208729e-05
3,3,cluster_194370890_194370892_6383385990,1,0.0,7.039774727208729e-05
3,3,cluster_236007627_236007629,1,0.0,7.039774727208729e-05
3,3,cluster_2387345775_8660110932,1,0.0,7.039774727208729e-05
3,3,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,7.039774727208729e-05
3,3,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,7.039774727208729e-05
4,5,1407769410,1,0.0,7.039774727208729e-05
4,5,1407769424,1,0.0,7.039774727208729e-05
4,5,311194425,1,0.0,7.039774727208729e-05
4,5,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,7.039774727208729e-05
4,5,GS_cluster_11610500593_186913340,1,0.0,7.039774727208729e-05
4,5,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,7.039774727208729e-05
4,5,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,7.039774727208729e-05
4,5,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,7.039774727208729e-05
4,5,GS_cluster_1829205187_1830275193_412647220,1,0.0,7.039774727208729e-05
4,5,GS_cluster_183575304_191009058,1,0.0,7.039774727208729e-05
4,5,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,7.039774727208729e-05
4,5,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,7.039774727208729e-05
4,5,GS_cluster_223768576_223768772_223769676,1,0.0,7.039774727208729e-05
4,5,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,7.039774727208729e-05
4,5,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,7.039774727208729e-05
4,5,GS_cluster_243889728_255157093,1,0.0,7.039774727208729e-05
4,5,GS_cluster_253816661_253816670,1,0.0,7.039774727208729e-05
4,5,GS_cluster_253830876_253830877,1,0.0,7.039774727208729e-05
4,5,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,7.039774727208729e-05
4,5,cluster_1402121584_2273191303_3734996876_4213981066,1,0.0,7.039774727208729e-05
4,5,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,7.039774727208729e-05
4,5,cluster_191015674_240636109,1,0.0,7.039774727208729e-05
4,5,cluster_194318778_223860463,1,0.0,7.039774727208729e-05
4,5,cluster_194370890_194370892_6383385990,1,0.0,7.039774727208729e-05
4,5,cluster_236007627_236007629,1,0.0,7.039774727208729e-05
4,5,cluster_2387345775_8660110932,1,0.0,7.039774727208729e-05
4,5,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,7.039774727208729e-05
4,5,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,7.039774727208729e-05
5,6,1407769410,2,0.0,7.039774727208729e-05
5,6,1407769424,2,0.0,7.039774727208729e-05
5,6,311194425,1,0.0,7.039774727208729e-05
5,6,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,7.039774727208729e-05
5,6,GS_cluster_11610500593_186913340,2,0.0,7.039774727208729e-05
5,6,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,7.039774727208729e-05
5,6,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,7.039774727208729e-05
5,6,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,7.039774727208729e-05
5,6,GS_cluster_1829205187_1830275193_412647220,1,0.0,7.039774727208729e-05
5,6,GS_cluster_183575304_191009058,1,0.0,7.039774727208729e-05
5,6,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,7.039774727208729e-05
5,6,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,7.039774727208729e-05
5,6,GS_cluster_223768576_223768772_223769676,1,0.0,7.039774727208729e-05
5,6,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,7.039774727208729e-05
5,6,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,7.039774727208729e-05
5,6,GS_cluster_243889728_255157093,1,0.0,7.039774727208729e-05
5,6,GS_cluster_253816661_253816670,2,0.0,7.039774727208729e-05
5,6,GS_cluster_253830876_253830877,1,0.0,7.039774727208729e-05
5,6,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,7.039774727208729e-05
5,6,cluster_1402121584_2273191303_3734996876_4213981066,2,0.0,7.039774727208729e-05
5,6,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,7.039774727208729e-05
5,6,cluster_191015674_240636109,1,0.0,7.039774727208729e-05
5,6,cluster_194318778_223860463,1,0.0,7.039774727208729e-05
5,6,cluster_194370890_194370892_6383385990,2,0.0,7.039774727208729e-05
5,6,cluster_236007627_236007629,1,0.0,7.039774727208729e-05
5,6,cluster_2387345775_8660110932,1,0.0,7.039774727208729e-05
5,6,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,7.039774727208729e-05
5,6,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,7.039774727208729e-05
6,7,1407769410,2,0.0,0.0
6,7,1407769424,2,0.0,0.0
6,7,311194425,1,0.0,0.0
6,7,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,0.0
6,7,GS_cluster_11610500593_186913340,2,0.0,0.0
6,7,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,0.0
6,7,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,0.0
6,7,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,0.0
6,7,GS_cluster_1829205187_1830275193_412647220,1,0.0,0.0
6,7,GS_cluster_183575304_191009058,1,0.0,0.0
6,7,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,0.0
6,7,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,0.0
6,7,GS_cluster_223768576_223768772_223769676,1,0.0,0.0
6,7,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,0.0
6,7,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,0.0
6,7,GS_cluster_243889728_255157093,1,0.0,0.0
6,7,GS_cluster_253816661_253816670,2,0.0,0.0
6,7,GS_cluster_253830876_253830877,1,0.0,0.0
6,7,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,0.0
6,7,cluster_1402121584_2273191303_3734996876_4213981066,3,0.0,0.0
6,7,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,0.0
6,7,cluster_191015674_240636109,1,0.0,0.0
6,7,cluster_194318778_223860463,1,0.0,0.0
6,7,cluster_194370890_194370892_6383385990,2,0.0,0.0
6,7,cluster_236007627_236007629,1,0.0,0.0
6,7,cluster_2387345775_8660110932,1,0.0,0.0
6,7,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,0.0
6,7,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,0.0
7,9,1407769410,2,0.0,0.00014079549454417458
7,9,1407769424,2,0.0,0.00014079549454417458
7,9,311194425,1,0.0,0.00014079549454417458
7,9,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,0.00014079549454417458
7,9,GS_cluster_11610500593_186913340,2,0.0,0.00014079549454417458
7,9,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,0.00014079549454417458
7,9,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,0.00014079549454417458
7,9,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,0.00014079549454417458
7,9,GS_cluster_1829205187_1830275193_412647220,1,0.0,0.00014079549454417458
7,9,GS_cluster_183575304_191009058,1,0.0,0.00014079549454417458
7,9,GS_cluster_192610447_2701087637_2701087639_312411627,1,0.0,0.00014079549454417458
7,9,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,0.00014079549454417458
7,9,GS_cluster_223768576_223768772_223769676,1,0.0,0.00014079549454417458
7,9,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,0.00014079549454417458
7,9,GS_cluster_239676543_239676949_490541043_490541044,1,0.0,0.00014079549454417458
7,9,GS_cluster_243889728_255157093,1,0.0,0.00014079549454417458
7,9,GS_cluster_253816661_253816670,2,0.0,0.00014079549454417458
7,9,GS_cluster_253830876_253830877,1,0.0,0.00014079549454417458
7,9,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,0.00014079549454417458
7,9,cluster_1402121584_2273191303_3734996876_4213981066,3,0.0,0.00014079549454417458
7,9,cluster_1457897145_1457897151_1457897234_1829205101_#2more,1,0.0,0.00014079549454417458
7,9,cluster_191015674_240636109,1,0.0,0.00014079549454417458
7,9,cluster_194318778_223860463,1,0.0,0.00014079549454417458
7,9,cluster_194370890_194370892_6383385990,2,0.0,0.00014079549454417458
7,9,cluster_236007627_236007629,1,0.0,0.00014079549454417458
7,9,cluster_2387345775_8660110932,1,0.0,0.00014079549454417458
7,9,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,0.00014079549454417458
7,9,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,0.00014079549454417458
8,10,1407769410,2,0.0,0.0
8,10,1407769424,2,0.0,0.0
8,10,311194425,2,0.0,0.0
8,10,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,0.0
8,10,GS_cluster_11610500593_186913340,2,0.0,0.0
8,10,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,0.0
8,10,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,0.0
8,10,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,0.0
8,10,GS_cluster_1829205187_1830275193_412647220,2,0.0,0.0
8,10,GS_cluster_183575304_191009058,1,0.0,0.0
8,10,GS_cluster_192610447_2701087637_2701087639_312411627,2,0.0,0.0
8,10,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,0.0
8,10,GS_cluster_223768576_223768772_223769676,1,0.0,0.0
8,10,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,0.0
8,10,GS_cluster_239676543_239676949_490541043_490541044,2,0.0,0.0
8,10,GS_cluster_243889728_255157093,2,0.0,0.0
8,10,GS_cluster_253816661_253816670,2,0.0,0.0
8,10,GS_cluster_253830876_253830877,1,0.0,0.0
8,10,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,0.0
8,10,cluster_1402121584_2273191303_3734996876_4213981066,3,0.0,0.0
8,10,cluster_1457897145_1457897151_1457897234_1829205101_#2more,2,0.0,0.0
8,10,cluster_191015674_240636109,1,0.0,0.0
8,10,cluster_194318778_223860463,1,0.0,0.0
8,10,cluster_194370890_194370892_6383385990,2,0.0,0.0
8,10,cluster_236007627_236007629,1,0.0,0.0
8,10,cluster_2387345775_8660110932,1,0.0,0.0
8,10,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,0.0
8,10,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,0.0
9,11,1407769410,2,0.0,0.0
9,11,1407769424,2,0.0,0.0
9,11,311194425,2,0.0,0.0
9,11,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,0.0
9,11,GS_cluster_11610500593_186913340,2,0.0,0.0
9,11,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,0.0
9,11,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,0.0
9,11,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,0.0
9,11,GS_cluster_1829205187_1830275193_412647220,2,0.0,0.0
9,11,GS_cluster_183575304_191009058,1,0.0,0.0
9,11,GS_cluster_192610447_2701087637_2701087639_312411627,2,0.0,0.0
9,11,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,0.0
9,11,GS_cluster_223768576_223768772_223769676,1,0.0,0.0
9,11,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,0.0
9,11,GS_cluster_239676543_239676949_490541043_490541044,2,0.0,0.0
9,11,GS_cluster_243889728_255157093,2,0.0,0.0
9,11,GS_cluster_253816661_253816670,2,0.0,0.0
9,11,GS_cluster_253830876_253830877,1,0.0,0.0
9,11,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,0.0
9,11,cluster_1402121584_2273191303_3734996876_4213981066,3,0.0,0.0
9,11,cluster_1457897145_1457897151_1457897234_1829205101_#2more,2,0.0,0.0
9,11,cluster_191015674_240636109,1,0.0,0.0
9,11,cluster_194318778_223860463,1,0.0,0.0
9,11,cluster_194370890_194370892_6383385990,2,0.0,0.0
9,11,cluster_236007627_236007629,1,0.0,0.0
9,11,cluster_2387345775_8660110932,1,0.0,0.0
9,11,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,0.0
9,11,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,0.0
10,13,1407769410,3,0.0,7.039774727208729e-05
10,13,1407769424,3,0.0,7.039774727208729e-05
10,13,311194425,2,0.0,7.039774727208729e-05
10,13,GS_cluster_1150106029_1150106038_1150106046_179162926,1,0.0,7.039774727208729e-05
10,13,GS_cluster_11610500593_186913340,3,0.0,7.039774727208729e-05
10,13,GS_cluster_151014883_192048063_193875691_312411075,1,0.0,7.039774727208729e-05
10,13,GS_cluster_178816046_533885875_946783180_946783246,1,0.0,7.039774727208729e-05
10,13,GS_cluster_181310361_255157088_255157309_312307082,1,0.0,7.039774727208729e-05
10,13,GS_cluster_1829205187_1830275193_412647220,2,0.0,7.039774727208729e-05
10,13,GS_cluster_183575304_191009058,1,0.0,7.039774727208729e-05
10,13,GS_cluster_192610447_2701087637_2701087639_312411627,2,0.0,7.039774727208729e-05
10,13,GS_cluster_193896937_193901000_2526973953_956503884,1,0.0,7.039774727208729e-05
10,13,GS_cluster_223768576_223768772_223769676,1,0.0,7.039774727208729e-05
10,13,GS_cluster_2386406068_2386406069_310983598_32902785,1,0.0,7.039774727208729e-05
10,13,GS_cluster_239676543_239676949_490541043_490541044,2,0.0,7.039774727208729e-05
10,13,GS_cluster_243889728_255157093,2,0.0,7.039774727208729e-05
10,13,GS_cluster_253816661_253816670,2,0.0,7.039774727208729e-05
10,13,GS_cluster_253830876_253830877,1,0.0,7.039774727208729e-05
10,13,GS_cluster_255381543_312412116_315215123_32902786,1,0.0,7.039774727208729e-05
10,13,cluster_1402121584_2273191303_3734996876_4213981066,3,0.0,7.039774727208729e-05
10,13,cluster_1457897145_1457897151_1457897234_1829205101_#2more,2,0.0,7.039774727208729e-05
10,13,cluster_191015674_240636109,1,0.0,7.039774727208729e-05
10,13,cluster_194318778_223860463,1,0.0,7.039774727208729e-05
10,13,cluster_194370890_194370892_6383385990,3,0.0,7.039774727208729e-05
10,13,cluster_236007627_236007629,1,0.0,7.039774727208729e-05
10,13,cluster_2387345775_8660110932,1,0.0,7.039774727208729e-05
10,13,joinedS_223673500_310986270_5005784727_9277804071,1,0.0,7.039774727208729e-05
10,13,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,1,0.0,7.039774727208729e-05
11,14,1407769410,0,0.0,0.0
11,14,1407769424,4,0.0,0.0
11,14,311194425,3,0.0,0.0
11,14,GS_cluster_1150106029_1150106038_1150106046_179162926,2,0.0,0.0
11,14,GS_cluster_11610500593_186913340,0,0.0,0.0
11,14,GS_cluster_151014883_192048063_193875691_312411075,2,0.0,0.0
11,14,GS_cluster_178816046_533885875_946783180_946783246,2,0.0,0.0
11,14,GS_cluster_181310361_255157088_255157309_312307082,2,0.0,0.0
11,14,GS_cluster_1829205187_1830275193_412647220,3,0.0,0.0
11,14,GS_cluster_183575304_191009058,2,0.0,0.0
11,14,GS_cluster_192610447_2701087637_2701087639_312411627,3,0.0,0.0
11,14,GS_cluster_193896937_193901000_2526973953_956503884,2,0.0,0.0
11,14,GS_cluster_223768576_223768772_223769676,2,0.0,0.0
11,14,GS_cluster_2386406068_2386406069_310983598_32902785,2,0.0,0.0
11,14,GS_cluster_239676543_239676949_490541043_490541044,3,0.0,0.0
11,14,GS_cluster_243889728_255157093,3,0.0,0.0
11,14,GS_cluster_253816661_253816670,3,0.0,0.0
11,14,GS_cluster_253830876_253830877,2,0.0,0.0
11,14,GS_cluster_255381543_312412116_315215123_32902786,2,0.0,0.0
11,14,cluster_1402121584_2273191303_3734996876_4213981066,5,0.0,0.0
11,14,cluster_1457897145_1457897151_1457897234_1829205101_#2more,3,0.0,0.0
11,14,cluster_191015674_240636109,2,0.0,0.0
11,14,cluster_194318778_223860463,2,0.0,0.0
11,14,cluster_194370890_194370892_6383385990,4,0.0,0.0
11,14,cluster_236007627_236007629,2,0.0,0.0
11,14,cluster_2387345775_8660110932,2,0.0,0.0
11,14,joinedS_223673500_310986270_5005784727_9277804071,2,0.0,0.0
11,14,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,2,0.0,0.0
12,15,1407769410,0,0.0,7.039774727208729e-05
12,15,1407769424,4,0.0,7.039774727208729e-05
12,15,311194425,3,0.0,7.039774727208729e-05
12,15,GS_cluster_1150106029_1150106038_1150106046_179162926,3,0.0,7.039774727208729e-05
12,15,GS_cluster_11610500593_186913340,0,0.0,7.039774727208729e-05
12,15,GS_cluster_151014883_192048063_193875691_312411075,3,0.0,7.039774727208729e-05
12,15,GS_cluster_178816046_533885875_946783180_946783246,3,0.0,7.039774727208729e-05
12,15,GS_cluster_181310361_255157088_255157309_312307082,3,0.0,7.039774727208729e-05
12,15,GS_cluster_1829205187_1830275193_412647220,3,0.0,7.039774727208729e-05
12,15,GS_cluster_183575304_191009058,3,0.0,7.039774727208729e-05
12,15,GS_cluster_192610447_2701087637_2701087639_312411627,3,0.0,7.039774727208729e-05
12,15,GS_cluster_193896937_193901000_2526973953_956503884,3,0.0,7.039774727208729e-05
12,15,GS_cluster_223768576_223768772_223769676,3,0.0,7.039774727208729e-05
12,15,GS_cluster_2386406068_2386406069_310983598_32902785,3,0.0,7.039774727208729e-05
12,15,GS_cluster_239676543_239676949_490541043_490541044,3,0.0,7.039774727208729e-05
12,15,GS_cluster_243889728_255157093,3,0.0,7.039774727208729e-05
12,15,GS_cluster_253816661_253816670,3,0.0,7.039774727208729e-05
12,15,GS_cluster_253830876_253830877,3,0.0,7.039774727208729e-05
12,15,GS_cluster_255381543_312412116_315215123_32902786,3,0.0,7.039774727208729e-05
12,15,cluster_1402121584_2273191303_3734996876_4213981066,5,0.0,7.039774727208729e-05
12,15,cluster_1457897145_1457897151_1457897234_1829205101_#2more,3,0.0,7.039774727208729e-05
12,15,cluster_191015674_240636109,3,0.0,7.039774727208729e-05
12,15,cluster_194318778_223860463,3,0.0,7.039774727208729e-05
12,15,cluster_194370890_194370892_6383385990,4,0.0,7.039774727208729e-05
12,15,cluster_236007627_236007629,3,0.0,7.039774727208729e-05
12,15,cluster_2387345775_8660110932,2,0.0,7.039774727208729e-05
12,15,joinedS_223673500_310986270_5005784727_9277804071,2,0.0,7.039774727208729e-05
12,15,joinedS_cluster_192603469_255381549_3903527581_cluster_2385586901_255381611_32904045,2,0.0,7.039774727208729e-05
13,17,1407769410,1,0.0,7.039774727208729e-05
13,17,1407769424,5,0.0,7.039774727208729e-05
13,17,311194425,3,0.0,7.039774727208729e-05
13,17,GS_cluster_1150106029_1150106038_1150106046_179162926,3,0.0,7.039774727208729e-05
13,17,GS_cluster_11610500593_186913340,1,0.0,7.039774727208729e-05
13,17,GS_cluster_151014883_192048063_193875691_312411075,3,0.0,7.039774727208729e-05
13,17,GS_cluster_178816046_533885875_946783180_946783246,3,0.0,7.039774727208729e-05
13,17,GS_cluster_181310361_255157088_255157309_312307082,3,0.0,7.039774727208729e-05
13,17,GS_cluster_1829205187_1830275193_412647220,3,0.0,7.039774727208729e-05
13,17,GS_cluster_183575304_191009058,3,0.0,7.039774727208729e-05
13,17,GS_cluster_192610447_2701087637_2701087639_312411627,3,0.0,7.039774727208729e-05
13,17,GS_cluster_193896937_193901000_2526973953_956503884,3,0.0,7.039774727208729e-05
13,17,GS_cluster_223768576_223768772_223769676,3,0.0,7.039774727208729e-05
13,17,GS_cluster_2386406068_2386406069_310983598_32902785,3,0.0,7.039774727208729e-05
13,17,GS_cluster_239676543_239676949_490541043_490541044,3,0.0,7.039774727208729e-05
13,17,GS_cluster_243889728_255157093,3,0.0,7.039774727208729e-05
